0|-14189,-16326,551,695,864,1588,51,-4435,-3900,-1511
1|153,0,0,0
0|-14570,-16102,-174,3049,879,1567,62,-1352,-1641,89
1|179,0,0,0
0|-14189,-15871,1721,4435,917,1616,-21,1328,-3297,-179
1|16,0,0,0
0|-13809,-12925,6098,8455,1008,1646,-381,17020,-9683,-1688
1|243,0,0,0
0|-14564,-15797,4156,5706,988,1924,-1390,-2373,16564,-4724
1|211,0,0,0
0|-14475,-14091,1997,2584,1168,3212,-517,-554,5296,-2631
1|202,0,0,0
0|-13962,-16521,4644,16,1094,3419,120,2311,-6470,-550
1|98,0,0,0
0|-14216,-16140,-870,1461,1011,3530,43,-3246,-3089,-72
1|86,0,0,0
0|-14374,-15898,-727,3116,1005,3571,-127,-478,-3756,581
1|16,0,0,0
0|-14358,-14695,1935,7028,1191,3517,-447,4139,-6830,1110
1|292,0,0,0
0|-14506,-11621,1862,5083,1102,3276,-1607,532,12902,-3862
1|0,0,0,0
0|-14549,-16668,1788,1542,2088,4564,-171,847,10191,-4170
1|77,0,0,0
0|-14607,-15154,788,-682,1843,4857,1176,-654,-7357,-1154
1|107,0,0,0
0|-14327,-16028,-517,1772,1989,5001,1118,-1230,-912,-665
1|77,0,0,0
0|-14496,-16644,1255,4064,2052,5158,628,1433,-4660,853
1|18,0,0,0
0|-14358,-14546,941,6666,2663,5019,-159,3842,-9669,1992
1|68,0,0,0
0|-14459,-19690,4234,6185,3028,5175,-1345,-2627,18230,-5546
1|279,0,0,0
0|-14348,-14169,1467,1406,650,5639,817,-3577,701,-2160
1|87,0,0,0
0|-14184,-16360,1621,33,505,5348,2157,-1716,-4531,-1252
1|58,0,0,0
0|-14681,-15806,-349,1732,925,5376,2255,-905,-4403,623
1|32,0,0,0
0|-14295,-17837,921,5148,1580,5211,2382,1655,-6376,1785
1|94,0,0,0
0|-13714,-10256,2713,2930,2611,5550,-428,9980,2784,-1810
1|221,0,0,0
0|-14121,-20627,2631,3532,533,6130,-220,-7166,16945,-6948
1|81,0,0,0
0|-14538,-18198,3156,-861,-1064,5341,458,-1969,-7803,-129
1|73,0,0,0
0|-14485,-15807,-3,2268,-793,5210,966,-4886,-1781,158
1|107,0,0,0
0|-14073,-15850,1515,3782,-742,5003,1736,59,-3264,-78
1|15,0,0,0
0|-14628,-14320,3064,7736,156,5176,661,9483,-9015,259
1|67,0,0,0
0|-14184,-18365,5168,5690,-299,4285,-1653,-3667,17364,-6726
1|132,0,0,0
0|-14702,-14099,1590,1185,89,3205,-1978,-4259,-400,-822
1|68,0,0,0
0|-14506,-16364,2013,975,264,3270,-1558,240,-4112,-1212
1|106,0,0,0
0|-14702,-15859,-394,2388,-7,3327,-1441,-1086,-2384,-149
1|52,0,0,0
0|-14601,-18849,5261,4732,-241,3316,-1491,4314,-5590,2578
1|108,0,0,0
0|-14263,-9812,3174,1972,144,2740,-2287,8803,5276,-2746
1|100,0,0,0
0|-14110,-16674,2728,3177,2612,2941,451,-2788,9488,-4314
1|97,0,0,0
0|-14195,-22061,8231,-1903,1328,3174,1720,-4009,-8359,757
1|277,0,0,0
0|-14353,-15942,387,1140,1669,2741,2101,268,-1557,-1388
1|275,0,0,0
0|-14390,-15869,-882,2553,1742,2716,1990,-989,-3298,732
1|38,0,0,0
0|-13983,-14589,1753,5137,2513,2670,1273,2490,-6951,3528
1|84,0,0,0
0|-14084,-10452,1996,4024,2816,2365,372,2703,10645,-5149
1|67,0,0,0
0|-14258,-14966,2416,2778,-97,1429,2125,533,6326,-4329
1|186,0,0,0
0|-14448,-16596,-3625,-174,-364,816,2488,-9370,-5880,-328
1|183,0,0,0
0|-14306,-15960,-1438,521,313,522,2630,-3207,-2115,-207
1|183,0,0,0
0|-14247,-15933,1738,3455,714,391,2643,1797,-2692,-72
1|67,0,0,0
0|-14654,-16914,852,5603,1200,639,2454,1258,-6700,2766
1|71,0,0,0
0|-14004,-9787,2390,4053,2271,1612,1203,9300,10465,-4117
1|128,0,0,0
0|-14284,-16254,2708,3617,325,2569,2197,-2550,9236,-4158
1|104,0,0,0
0|-14390,-16851,1413,-1738,-1061,2179,2774,-9319,-5276,-370
1|98,0,0,0
0|-13724,-16045,1564,-45,-333,958,3577,-716,-3206,-458
1|99,0,0,0
0|-14343,-16149,-716,2290,63,1321,3498,356,-2306,-661
1|38,0,0,0
0|-14163,-16397,409,4433,512,1722,3323,1928,-5444,334
1|89,0,0,0
0|-14380,-11296,1595,753,2068,2911,2066,16825,3644,-3031
1|150,0,0,0
0|-14575,-17297,4264,2934,-1462,4529,1521,2026,11181,-4717
1|295,0,0,0
0|-14522,-17472,-1345,-6785,-2876,3868,578,-2666,-3866,-1483
1|292,0,0,0
0|-14417,-16816,-1614,1214,-2759,3397,1793,-3718,-3010,-431
1|291,0,0,0
0|-14290,-15862,-228,2418,-2576,3163,2280,-1465,-3010,536
1|290,0,0,0
0|-14490,-19194,2028,4885,-2131,3133,2625,-147,-5501,2267
1|0,0,0,0
0|-14290,-15444,3036,10498,-772,3677,2186,1813,-6787,1096
1|84,0,0,0
0|-14490,-18866,3055,3893,-1130,2888,72,-5522,16267,-5392
1|209,0,0,0
0|-14121,-13976,1146,177,-1778,2630,49,1123,-4177,-411
1|204,0,0,0
0|-14411,-16512,-1429,-144,-1702,2423,919,-3701,-3918,-153
1|205,0,0,0
0|-14712,-16011,-335,2149,-1539,2425,1090,1225,-3469,529
1|0,0,0,0
0|-13914,-16116,222,4448,-1228,2501,1314,-760,-3765,1547
1|101,0,0,0
0|-14094,-15384,2459,6972,-118,2889,1410,3540,-8171,2655
1|292,0,0,0
0|-13999,-15154,3927,7613,-232,3232,1160,-8218,15862,-2294
1|148,0,0,0
0|-13772,-16688,1848,1900,-2098,2791,730,-220,7699,-4341
1|0,0,0,0
0|-14586,-17915,1559,-13564,-2779,2318,381,-5736,-1640,-573
1|89,0,0,0
0|-14258,-16092,-1505,1047,-2642,1941,1637,-1694,-3992,-63
1|89,0,0,0
0|-14290,-16234,6,3967,-2452,2021,1901,1859,-3335,697
1|17,0,0,0
0|-14522,-15104,2322,6319,-1948,2223,2115,4883,-4566,1913
1|111,0,0,0
0|-14263,-10394,3170,3232,-622,2895,1565,12543,4885,-3132
1|287,0,0,0
0|-14189,-17352,4123,2907,-1381,2418,-458,1271,12064,-1880
1|259,0,0,0
0|-14142,-17192,-2297,2729,-990,1937,-736,-5041,-5213,-1719
1|257,0,0,0
0|-14205,-16671,-579,1399,-1201,1690,-94,-604,-4356,-822
1|257,0,0,0
0|-14311,-15764,1490,3387,-1283,1597,114,109,-2977,-116
1|258,0,0,0
0|-14242,-16177,-1042,5866,-1155,1560,270,2152,-5335,2022
1|0,0,0,0
0|-13899,-12000,2549,9989,-395,1775,407,8213,-8005,12
1|208,0,0,0
0|-13851,-18577,2393,6756,-513,1516,-767,-4619,15936,-6208
1|180,0,0,0
0|-14417,-14183,1161,69,212,2763,-41,-2582,1559,-2293
1|75,0,0,0
0|-14369,-17522,-1171,520,128,2990,801,-4792,-3579,-671
1|175,0,0,0
0|-14216,-16142,-670,467,237,2936,995,-242,-1492,-719
1|174,0,0,0
0|-14290,-16233,1614,3718,285,2942,1149,542,-4585,511
1|39,0,0,0
0|-14564,-14584,4526,5865,806,3097,546,8652,-10366,1737
1|149,0,0,0
0|-13978,-14157,1032,4769,228,3377,-852,-2762,15446,-6361
1|121,0,0,0
0|-14459,-15183,1114,849,-146,3499,-1489,-3582,5063,-2646
1|89,0,0,0
0|-14290,-16306,3205,1016,11,3630,-889,5946,-7913,-1257
1|76,0,0,0
0|-14908,-16127,-499,1653,-199,3654,-741,464,-2684,-93
1|32,0,0,0
0|-14448,-16317,-214,4642,-217,3688,-811,481,-4366,493
1|18,0,0,0
0|-14200,-13514,3351,7942,-73,3406,-1224,2179,-5757,1545
1|67,0,0,0
0|-14152,-17878,5888,5525,88,2131,-2571,-4565,18804,-6627
1|101,0,0,0
0|-14105,-19425,5063,1861,1710,2194,-1127,-6116,-7610,2290
1|59,0,0,0
0|-13920,-15926,744,1914,1483,2468,-879,-5999,-1478,-682
1|120,0,0,0
0|-14057,-16142,249,3278,1391,2474,-872,323,-1516,-112
1|35,0,0,0
0|-14078,-14323,2171,7881,1355,2221,-1529,2653,-6776,1347
1|71,0,0,0
0|-14311,-13095,2253,7613,1384,1825,-2089,10581,-5047,-1115
1|55,0,0,0
0|-14216,-18165,3142,3582,2938,1036,-1876,-8060,13695,-6793
1|67,0,0,0
0|-13920,-17397,1444,1627,3121,2243,1662,-6120,-6225,-303
1|89,0,0,0
0|-14047,-15929,-74,1672,3438,2426,934,-1652,-2427,249
1|84,0,0,0
0|-14126,-15628,-534,3513,3691,2320,368,603,-3401,1261
1|18,0,0,0
0|-14390,-13945,3443,6885,3885,2093,-277,3169,-6209,3426
1|72,0,0,0
0|-14427,-12579,2715,4722,3630,1708,-1325,7763,10779,-4656
1|0,0,0,0
0|-14031,-16901,2903,2935,2421,2929,1899,-3573,11798,-5211
1|0,0,0,0
0|-13941,-15109,1803,-866,1075,2967,3319,3142,-6834,-1269
1|58,0,0,0
0|-14348,-15774,852,2409,2136,2750,3239,2599,-2932,-344
1|95,0,0,0
0|-14554,-16117,-137,4154,2539,3121,2692,832,-4743,1440
1|66,0,0,0
0|-14237,-15090,1068,8347,3485,3041,1256,5825,-8108,-1298
1|45,0,0,0
0|-14126,-17483,3100,6953,2229,3948,682,-227,14385,-5255
1|0,0,0,0
0|-14443,-14266,1057,-300,-1510,3349,575,551,1019,-2266
1|0,0,0,0
0|-14459,-17331,-843,-264,-1171,2848,1138,-244,-6196,-1212
1|0,0,0,0
0|-14274,-15445,60,1902,-908,2582,1529,279,-3056,-553
1|30,0,0,0
0|-14459,-16740,-3049,5525,-670,2585,1525,3620,-4155,-496
1|37,0,0,0
0|-14337,-13763,586,8698,794,2940,679,6506,-11302,148
1|126,0,0,0
0|-14506,-17857,4171,6696,1202,3341,224,-4461,15360,-4342
1|276,0,0,0
0|-14232,-13612,936,1544,-1180,3654,1082,6717,2345,-2696
1|262,0,0,0
0|-14078,-18571,5228,1819,-1890,3773,498,-833,-6908,932
1|262,0,0,0
0|-14797,-16521,-2122,1310,-1654,3754,1109,-4790,-3231,238
1|261,0,0,0
0|-14274,-15926,115,3570,-1433,3609,1648,164,-2857,333
1|259,0,0,0
0|-14438,-16352,-55,5461,-743,3724,1718,619,-6509,2500
1|0,0,0,0
0|-14448,-12285,1571,9177,110,3908,903,10466,-6199,1110
1|217,0,0,0
0|-14136,-17312,3962,6183,-644,3525,-25,458,13996,-6335
1|182,0,0,0
0|-14247,-14360,1289,2828,-1587,2548,-634,-2025,4555,-2985
1|171,0,0,0
0|-14686,-15904,1405,68,-1796,2457,-386,-2196,-4787,-1351
1|169,0,0,0
0|-14443,-16493,736,800,-1883,2369,-67,-1570,-1930,-177
1|170,0,0,0
0|-14242,-16006,0,2043,-1938,2291,323,-604,-3903,403
1|42,0,0,0
0|-14142,-16346,1062,5792,-1469,2353,839,2205,-7469,2404
1|282,0,0,0
0|-14374,-7751,3528,6227,-585,2434,427,11117,2805,-2033
1|122,0,0,0
0|-14480,-16827,3360,5606,-620,1924,-681,-3461,13343,-5395
1|53,0,0,0
0|-14358,-24061,-749,-21769,-1159,2098,759,-4401,-2584,-1048
1|68,0,0,0
0|-14327,-16265,-120,1591,-1063,2035,1523,1117,-2335,-959
1|121,0,0,0
0|-14739,-15758,-1497,4554,-1012,2241,1431,-1044,-3701,1249
1|40,0,0,0
0|-14279,-15418,2790,6547,-508,2492,1680,1345,-6908,3125
1|70,0,0,0
0|-14237,-11593,2347,5883,-320,3277,1342,10575,5352,-2896
1|73,0,0,0
0|-14284,-17794,2120,4489,-2032,4297,-1569,-5109,13535,-4938
1|0,0,0,0
0|-14031,-14738,310,-2266,-1864,4255,-1651,-5423,-6274,-496
1|81,0,0,0
0|-14380,-15417,-3146,747,-2306,4397,-657,-538,-3166,62
1|88,0,0,0
0|-13973,-16624,581,4623,-2284,4509,-97,1302,-4652,826
1|16,0,0,0
0|-14586,-14486,2571,6707,-1886,4547,250,3271,-7514,2377
1|91,0,0,0
0|-14089,-12640,3198,6126,-1647,3747,-1244,-3303,11941,-5207
1|0,0,0,0
0|-14247,-16285,2146,2795,-689,3007,-2507,-1055,11302,-5552
1|0,0,0,0
0|-14232,-15568,848,-76,2,3177,-2264,-2364,-5664,-174
1|62,0,0,0
0|-14084,-16267,-168,1510,-473,3206,-2276,-1435,-1830,64
1|134,0,0,0
0|-14306,-15679,-385,3487,-619,3326,-2047,-2194,-5598,2446
1|0,0,0,0
0|-14564,-15027,1538,8000,-311,3428,-1814,2766,-8780,4083
1|0,0,0,0
0|-14004,-17378,3842,7010,220,2544,-2364,-3794,16881,-6073
1|163,0,0,0
0|-14247,-14767,1189,2452,1243,2852,1285,-2728,5027,-3968
1|151,0,0,0
0|-14506,-15169,2523,243,916,2338,2069,-4184,-6391,-843
1|202,0,0,0
0|-13967,-16285,-394,1323,1262,2506,1906,1373,-2956,-462
1|139,0,0,0
0|-14036,-16035,-384,3560,1591,2385,1814,-1635,-4237,1636
1|176,0,0,0
0|-13830,-18630,3563,5473,2195,1980,1499,3320,-8935,4313
1|214,0,0,0
0|-14105,-13980,2153,4005,2390,1495,765,3263,14083,-6207
1|196,0,0,0
0|-14200,-16996,3869,2296,704,734,2253,-4277,12240,-4371
1|132,0,0,0
0|-14247,-21043,3781,2618,-443,-54,2904,-11760,-6453,-297
1|164,0,0,0
0|-14121,-16154,-508,149,538,-926,2952,2686,-3755,-1614
1|133,0,0,0
0|-14232,-15795,461,2522,1096,-888,2834,1330,-2745,-427
1|136,0,0,0
0|-14306,-15679,-694,4446,1401,-860,2714,67,-3007,1201
1|140,0,0,0
0|-14232,-19012,2514,4090,1744,-902,2608,1404,-8941,4491
1|151,0,0,0
0|-14274,-8549,4322,5810,2665,-1023,2119,8215,5485,-169
1|163,0,0,0
0|-14179,-16619,2664,4926,1702,-718,3884,-5587,11261,-3198
1|124,0,0,0
0|-14115,-14022,1943,800,-1659,-1823,4067,-500,2185,-2823
1|108,0,0,0
0|-14068,-17993,1112,300,-1200,-3224,3469,-5497,-2794,-2063
1|131,0,0,0
0|-14216,-16107,-298,2539,-425,-3058,3705,-1015,-3554,-184
1|132,0,0,0
0|-14105,-15953,1267,4829,75,-2925,3754,566,-3541,699
1|143,0,0,0
0|-14448,-12480,2885,10031,851,-2623,3770,540,-7116,3012
1|125,0,0,0
0|-14406,-11343,4885,4461,1754,-1746,3735,11894,431,-1646
1|159,0,0,0
0|-14126,-17168,2619,5722,-42,-1333,4446,-2189,14565,-5257
1|184,0,0,0
0|-14084,-26242,3395,-25277,-3624,-2464,3292,-574,-285,-694
1|80,0,0,0
0|-13994,-16112,-1860,541,-2759,-2797,3980,1144,-1289,-954
1|159,0,0,0
0|-14205,-15673,-424,1980,-2352,-2771,4314,-1943,-2551,698
1|39,0,0,0
0|-14041,-16003,751,4699,-1837,-2943,4495,584,-3482,971
1|40,0,0,0
0|-14142,-15791,3082,5383,-767,-2284,4864,2984,-8724,3199
1|152,0,0,0
0|-14010,-13638,1973,4640,-301,-537,4807,2671,13062,-6120
1|133,0,0,0
0|-14385,-17009,2712,3524,-3087,-2215,2799,-1737,10302,-5154
1|96,0,0,0
0|-13766,-18515,5241,-1297,-2957,-3256,2219,-8231,-7751,1279
1|136,0,0,0
0|-14099,-16586,835,899,-2163,-3721,2576,-4866,-1936,-654
1|136,0,0,0
0|-14380,-16181,-780,2780,-1780,-3769,2784,1829,-3083,247
1|130,0,0,0
0|-14353,-15366,112,5178,-1460,-3571,3214,-190,-4169,1263
1|154,0,0,0
0|-14596,-13883,2180,10602,-827,-3060,3906,5510,-8478,-756
1|151,0,0,0
0|-14195,-16224,3556,7779,-1683,-1579,4442,-4977,14181,-2820
1|144,0,0,0
0|-14189,-15694,2884,2176,-3777,-2624,836,640,8405,-4375
1|154,0,0,0
0|-13941,-17236,-4706,-1225,-3412,-2706,-152,-6436,-6098,-1411
1|140,0,0,0
0|-14644,-15633,-672,1117,-3366,-2692,327,-222,-2717,-452
1|159,0,0,0
0|-14158,-16036,-714,3447,-3236,-2628,870,1589,-3459,812
1|146,0,0,0
0|-14263,-15449,1570,5485,-3101,-2372,1330,1088,-5115,2193
1|141,0,0,0
0|-14464,-13626,956,9846,-2721,-1696,1766,2782,-8121,2723
1|141,0,0,0
0|-13936,-16933,2703,7041,-1958,-811,625,-3554,12148,-3680
1|222,0,0,0
0|-13846,-16069,1025,1923,-188,-569,476,-6246,7485,-4417
1|17,0,0,0
0|-14654,-16428,8089,799,-1036,-1321,977,-4031,-7628,-1016
1|76,0,0,0
0|-13529,-15849,577,2316,-789,-1427,1144,-487,-2580,156
1|30,0,0,0
0|-14089,-15924,98,4052,-668,-1534,1286,92,-3089,1035
1|166,0,0,0
0|-14343,-16141,5335,5533,-609,-1507,1375,4330,-8018,4027
1|194,0,0,0
0|-14411,-13716,1599,4597,-579,-1226,1883,7298,14761,-4035
1|168,0,0,0
0|-14232,-16879,1514,2763,-1591,-2595,308,-4262,10097,-5224
1|153,0,0,0
0|-14168,-21947,8711,-30724,-849,-2792,-273,-11178,-983,-1757
1|141,0,0,0
0|-13772,-16871,-2332,-13,-871,-2622,-671,6899,-2768,-1673
1|289,0,0,0
0|-14295,-15976,-1708,2859,-899,-2655,-497,40,-3278,290
1|142,0,0,0
0|-14427,-16501,995,4985,-1054,-2560,-199,551,-5656,2011
1|262,0,0,0
0|-14200,-9733,4138,2024,-1002,-2141,881,8740,419,-569
1|97,0,0,0
0|-14152,-17093,2303,4514,-1450,-1373,197,-4003,12143,-4743
1|162,0,0,0
0|-14184,-16270,1513,-2554,-1495,-1174,-492,-2288,-5419,-596
1|147,0,0,0
0|-14210,-15979,-1451,1021,-1537,-1203,-134,-492,-2339,-1151
1|83,0,0,0
0|-14121,-15305,-558,2745,-1563,-1237,91,-484,-2346,-15
1|83,0,0,0
0|-14115,-16004,248,4881,-1470,-1179,549,1643,-4329,688
1|16,0,0,0
0|-14269,-14228,355,10062,-1511,-995,1250,4905,-10396,-940
1|71,0,0,0
0|-14475,-17527,3386,6050,-2594,-133,1658,-1473,14048,-4571
1|175,0,0,0
0|-14290,-14489,2023,136,-2929,-2035,-2515,-2045,3217,-2650
1|300,0,0,0
0|-14469,-17004,-3177,547,-1358,-1863,-3426,-207,-8165,-1396
1|299,0,0,0
0|-14554,-16003,2642,1593,-1801,-1234,-3489,4338,-2712,-1709
1|299,0,0,0
0|-14459,-15650,-734,4039,-2287,-1380,-3111,-600,-2167,-31
1|298,0,0,0
0|-14638,-16353,1401,5901,-2591,-1448,-2662,232,-5600,2473
1|0,0,0,0
0|-14136,-11915,870,7016,-2709,-1441,-1616,6865,-6120,132
1|53,0,0,0
0|-14586,-19083,1319,3567,-973,-1899,-1044,-5304,13798,-6905
1|71,0,0,0
0|-14284,-14770,1526,1427,-335,-1573,-999,-9560,-4192,112
1|66,0,0,0
0|-14327,-16577,1952,1109,-688,-1339,-1050,916,-3662,-897
1|67,0,0,0
0|-14343,-16216,426,3514,-948,-1352,-714,451,-3338,727
1|32,0,0,0
0|-13883,-15493,1497,5308,-1073,-1298,-518,1154,-3347,1487
1|107,0,0,0
0|-14205,-13274,3237,9878,-1530,-1119,166,5004,-8367,1323
1|179,0,0,0
0|-14221,-18026,3464,6606,-2090,-738,294,-1092,13250,-4763
1|149,0,0,0
0|-14792,-14628,2169,1171,-2441,-884,-1710,-1376,4594,-2619
1|142,0,0,0
0|-14242,-15928,1134,-224,-2622,-657,-2083,-4875,-5057,-991
1|133,0,0,0
0|-14216,-16044,-1554,893,-3275,-660,-1318,-54,-2891,-516
1|134,0,0,0
0|-14406,-15923,-1630,3786,-3413,-666,-844,-744,-2550,594
1|133,0,0,0
0|-14136,-16962,750,4902,-3501,-506,-369,-59,-5875,3317
1|73,0,0,0
0|-13983,-8772,3905,3330,-3236,-14,682,7543,3809,1023
1|49,0,0,0
0|-14385,-15914,2401,4453,-3971,-489,-916,-1682,8069,-3177
1|143,0,0,0
0|-14358,-15254,1425,-653,-1737,-1756,-2439,-5826,3395,-3045
1|134,0,0,0
0|-14395,-16283,8607,1826,-527,-1742,-2194,5597,-9015,-3066
1|0,0,0,0
0|-14549,-15980,-1550,1796,-851,-1561,-1908,-624,-2013,53
1|111,0,0,0
0|-14533,-15853,-601,3742,-1044,-1538,-1769,-336,-2341,1108
1|68,0,0,0
0|-14417,-14386,3875,4147,-1584,-1267,-1097,2597,-7973,5438
1|88,0,0,0
0|-14136,-15671,3335,6102,-1670,-889,122,-1214,11580,-4153
1|77,0,0,0
0|-13946,-14676,1790,3717,-1443,-2146,-509,-833,6488,-4107
1|93,0,0,0
0|-14274,-17730,259,217,-1346,-2544,-208,3454,-4631,-1136
1|0,0,0,0
0|-14506,-16223,-149,2901,-1263,-2678,217,838,-1674,218
1|52,0,0,0
0|-14358,-16150,997,4606,-1302,-2669,442,-600,-4080,1426
1|78,0,0,0
0|-14485,-14238,4895,10792,-1650,-2182,1795,-1966,-9576,3238
1|78,0,0,0
0|-14401,-17879,2055,6039,-3319,-1704,2230,-8104,14538,-3998
1|74,0,0,0
0|-14205,-13262,1151,962,-4780,-2659,-2842,-2454,-1101,-949
1|65,0,0,0
0|-14564,-16252,-624,932,-5711,-2610,-2465,-1060,-2020,-1125
1|98,0,0,0
0|-14628,-16298,-335,2781,-5937,-3025,-1475,-96,-3505,952
1|77,0,0,0
0|-14554,-15245,1667,6217,-6293,-2546,-200,1312,-5529,2239
1|112,0,0,0
0|-14121,-8649,4005,3265,-6089,-1758,1208,13504,3212,-1454
1|56,0,0,0
0|-14834,-17326,3157,2524,-3989,-3600,-2439,-7957,12708,-4911
1|68,0,0,0
0|-14210,-22380,809,-18899,-357,-3181,-3249,-2018,43,-482
1|177,0,0,0
0|-14242,-16121,-1430,821,-647,-2854,-3165,2481,-1992,-1894
1|0,0,0,0
0|-14411,-15475,348,2449,-1250,-3203,-2678,1584,-3583,-222
1|67,0,0,0
0|-14697,-14900,-478,5573,-1677,-3264,-2222,1623,-5084,185
1|37,0,0,0
0|-14538,-12237,2330,12333,-2325,-3143,-1313,8306,-6609,854
1|0,0,0,0
0|-14638,-15190,2287,4959,-2773,-1814,-696,-4019,6538,-229
1|79,0,0,0
0|-14871,-15653,2887,3418,-1306,-1044,-3021,-195,8532,-5259
1|225,0,0,0
0|-14670,-16095,-3074,65,-382,29,-3607,2506,-4257,-2230
1|224,0,0,0
0|-14390,-16162,-26,2204,-916,-99,-3577,893,-2077,-455
1|69,0,0,0
0|-14649,-15745,-910,4207,-1504,-557,-3343,1464,-4047,929
1|66,0,0,0
0|-14427,-17154,2150,10852,-2215,-666,-2911,2029,-10620,4042
1|69,0,0,0
0|-14343,-17413,2656,6345,-193,-1930,-3035,-6165,13448,-3377
1|84,0,0,0
0|-14644,-13843,1164,1222,1489,-213,-2257,1099,-225,-2890
1|65,0,0,0
0|-14221,-16884,-1011,1495,751,829,-2223,-8902,-2104,84
1|106,0,0,0
0|-14401,-15970,-37,2589,588,747,-2309,-823,-2067,728
1|77,0,0,0
0|-14411,-15618,543,4377,164,753,-2409,954,-3469,1692
1|45,0,0,0
0|-14464,-14550,-99,9141,-408,824,-2360,3623,-10044,652
1|0,0,0,0
0|-14395,-17984,3193,6757,-1181,639,-2317,-4299,15456,-3329
1|71,0,0,0
0|-14475,-13136,113,867,451,1133,-2628,1028,610,-3669
1|216,0,0,0
0|-14638,-18660,7153,1519,-136,1731,-2485,-6551,-8162,1138
1|215,0,0,0
0|-14131,-16234,-2006,1175,-667,1628,-2416,452,-1267,-523
1|216,0,0,0
0|-14311,-16179,-145,2728,-926,1510,-2401,-1121,-3387,1137
1|104,0,0,0
0|-14036,-18567,108,5026,-1439,1681,-2074,535,-7781,4669
1|72,0,0,0
0|-14173,-13704,2533,5171,-2424,924,-1965,-2582,15564,-5407
1|146,0,0,0
0|-14554,-16770,1865,2271,108,340,-4569,-759,8307,-4755
1|127,0,0,0
0|-14010,-15838,1082,-2754,2896,1415,-3915,-6578,-5082,-1490
1|121,0,0,0
0|-14279,-16817,-2231,-519,2594,2953,-3717,-4498,-3350,-90
1|121,0,0,0
0|-14332,-16083,381,2420,1963,3154,-3999,-2424,-2165,400
1|120,0,0,0
0|-13899,-15845,-27,3865,1650,3450,-4007,1816,-2972,1785
1|62,0,0,0
0|-14094,-17459,3842,9443,1320,2807,-4203,-2558,-10029,4998
1|97,0,0,0
0|-14290,-19558,-1140,4894,2688,3238,-2155,-2152,4335,248
1|44,0,0,0
0|-14321,-15545,150,2713,2027,4016,721,-1819,7495,-6146
1|75,0,0,0
0|-14332,-18199,5853,2045,9,3930,2048,-8936,-10549,363
1|0,0,0,0
0|-14332,-15823,-176,2014,591,2724,3298,-1955,-2251,336
1|30,0,0,0
0|-14464,-19125,1314,3660,1112,2830,3195,2315,-6297,3419
1|78,0,0,0
0|-14184,-12524,2842,2275,2078,3568,1094,8479,5437,-4347
1|0,0,0,0
0|-14311,-17587,3054,3218,-475,3300,497,-6067,12874,-4709
1|0,0,0,0
0|-13973,-17759,7718,-962,-477,2739,1411,-2429,-9353,12
1|0,0,0,0
0|-14564,-15545,918,1316,152,2598,1831,-2377,-2620,223
1|0,0,0,0
0|-14459,-15963,-452,3423,318,2575,1833,244,-3876,961
1|0,0,0,0
0|-14554,-18127,-441,4677,1174,2564,1773,-710,-7065,2890
1|0,0,0,0
0|-14306,-9226,3141,5572,1584,3443,514,6223,7271,-2163
1|270,0,0,0
